id;name;link;count_subscribers;count_views;is_moderate;start_date;last_pay_date;end_public_date;manager_id;is_pay
3016;ВАКАНСИИ INSTAGRAM;https://t.me/workinstajob;43000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3017;Удаленная работа;https://t.me/remote_job_offers;42000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3018;WORK ON;https://t.me/workk_on;42000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3019;Мы вам перезвоним;https://t.me/perezvonyu;40000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3020;Вакансии с зп выше 50 тысяч;https://t.me/Well_paid_Job;39000;14000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3021;Удалённо - Работа и вакансии;https://t.me/udafrii;34000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3022;Работа в медиа;https://t.me/dddwork;34000;4000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3023;Remote IT (Inflow);https://t.me/Remoteit;33000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3024;Вакансии | Работа и свежие вакансии | Размещение вакансий;https://t.me/vacansia_ru;31000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3025;Работа INSTAGRAM 💼;https://t.me/insta_workk;32000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3026;DIwork | удаленная работа, фриланс;https://t.me/diworkru;32000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3027;VDHL.RU;https://t.me/vdhl_good;32000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3028;Работа в сфере искусства;https://t.me/workinart;31000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3029;Подработка от hh.ru;https://t.me/hh_vacancy_side_job;31000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3030;Yandex Team нанимает разработчиков;https://t.me/ya_jobs;30000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3031;Game Development Jobs;https://t.me/devjobs;29000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3032;Helper | работа | вакансии | фриланс;https://t.me/FreelanceBay;28000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3033;Текстодром: копирайтер, переводчик, редактор, журналист, сммщик и пиарщик, UX-писатель;https://t.me/textodromo;26000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3034;Dream Job - Вакансии;https://t.me/yojob;26000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3035;Работа в геймдеве 🍖;https://t.me/gamedevjob;26000;4000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3036;Job for Products and Projects;https://t.me/forproducts;25000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3037;Ждём резюме;https://t.me/zdemcv;25000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3038;Remote Junior;https://t.me/remotejun;25000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3039;Вакансии Разумных | International | EdTech;https://t.me/razoom_jobs;23000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3040;Работа Охрана;https://t.me/trudoxrana;23000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3041;Вакансии для моряков / Работа в море;https://t.me/rekamore_su;22000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3042;ФРИЛАНСИКИ;https://t.me/polyaluzjob;22000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3043;Работа в Restor Horeca.ru;https://t.me/RestorHoreca;22000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3044;джоб оффер | Подработка;https://t.me/workvc;22000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3045;СЕТИ — IT & Digital вакансии;https://t.me/it_vakansii_jobs;22000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3046;РАБОТА ДЛЯ ДИЗАЙНЕРА | ВАКАНСИИ;https://t.me/designwork_vacansii;22000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3047;Больше джобсов;https://t.me/morejobs;21000;4000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3048;mediajobs | вакансии;https://t.me/mediajobs_ru;21000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3049;Антирабство-Fedoroff - вакансии и трудоустройство;https://t.me/antirabstvoru;21000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3050;Job in IT&Digital;https://t.me/geekjobs;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3051;Home Work - вакансии, работа, фриланс;https://t.me/jobmar;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3052;Вакансии. «Модный факультет»;https://t.me/fashionfaculty;20000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3053;FinExecutive #1 in finance jobs;https://t.me/finexecutive;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3054;Alfa Digital;https://t.me/alfadigital_jobs;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3055;ТОЛОКА #ищу | удаленная работа;https://t.me/tolokaSeek;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3056;WORK ON | STREAM;https://t.me/workk_onstream;20000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3057;Job for Analysts & Data Scientists;https://t.me/foranalysts;19000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3058;WorkAtHome💵;https://t.me/workathomerus;19000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3059;GetClient | Фриланс вакансии;https://t.me/GetClient;19000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3060;Карьера в Сбере!;https://t.me/careersber;19000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3061;Фрилансер: вакансии на удаленке;https://t.me/workfreelancer;18000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3062;Авито Работа;https://t.me/avito_jobs;18000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3063;Python Job | Вакансии | Стажировки;https://t.me/job_python;18000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3064;БИРЖА ТРУДА | вакансии резюме - удаленная работа;https://t.me/rabota_360;18000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3065;Motion designer hunter;https://t.me/motionhunter;18000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3066;Работа для инженеров от hh.ru;https://t.me/hh_vacancy_engineers;17000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3067;ТОЛОКА вакансии | удаленная работа;https://t.me/tolokaWork;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3068;Выбери Работу: работа - вакансии;https://t.me/chooseajob;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3069;SMM работа, вакансии, фриланс;https://t.me/vacancysmm;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3070;SEO HR, digital-вакансии, офис и удалёнка;https://t.me/seohr;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3071;Работа талантам + удаленка и фриланс;https://t.me/talentedpeoples;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3072;Work for writers;https://t.me/Work4writers;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3073;RabovNet - удаленка, вакансии, работа, фриланс;https://t.me/rabovnet;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3074;МТС Джобс О̶ф̶и̶ш̶и̶а̶л̶;https://t.me/job_mts;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3075;Р1: Premium. Вакансии 1С >251к;https://t.me/joboneC;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3076;Работа с текстами — вакансии;https://t.me/work_editor;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3077;Jobpower - креативные вакансии, работа в творческих сферах;https://t.me/jobpower;17000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3078;Работа в Тинькофф;https://t.me/tinkoff_career;16000;4000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3079;Вахтовик . Работа вахтой.;https://t.me/rabota_vahtaA;16000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3080;JOBOSPHERE | ВАКАНСИИ.;https://t.me/jobosphere;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3081;Digital вакансии в Telegram;https://t.me/vacanciesrus;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3082;DigitalHR: работа | вакансии | карьера в IT, Digital, Product, Design;https://t.me/digital_hr;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3083;Resto HR - работа в ресторанах, повара, вакансии общепит, Москва;https://t.me/RestoranHR;16000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3084;Paradise Work - Удаленная работа | Фриланс;https://t.me/fr_free;16000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3085;Вакансии Workzilla — Удаленная работа | Фриланс;https://t.me/workzilla_vacancies;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3086;Менеджеры маркетплейсов | Вакансии;https://t.me/MPmanagers;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3087;Работа в комфорте🧘‍♀;https://t.me/frilancekomfort;16000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3088;Копирайтинг 2.0 | Вакансии, работа;https://t.me/copy_go;15000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3089;Вакансии с ЗП выше 100 тысяч;https://t.me/theypaywell;15000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3090;Работа для дизайнеров;https://t.me/ssd_photo;15000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3091;IT's Tinkoff Crew;https://t.me/tinkoffjobs;15000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3092;TOP LEVEL JOB;https://t.me/toplevel_job;15000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3093;Web Freelance;https://t.me/webfrl;14000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3094;FLY JOB;https://t.me/flyjob;14000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3095;Hire ProProduct - Продуктовые вакансии в России и за рубежом;https://t.me/hireproproduct;14000;6000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3096;Devops Jobs — вакансии и резюме;https://t.me/devops_jobs_feed;14000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3097;SkillBridge: вакансии, стажировки;https://t.me/skill_work;14000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3098;Job for Chiefs (TOP vacancies);https://t.me/forchiefs;14000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3099;HR[хаб]вакансии;https://t.me/hrhubvacancy;14000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3100;Работа и вакансии для переводчиков — Лингвохантер;https://t.me/linguohunter;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3101;Job for QA;https://t.me/forallqa;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3102;Jobka: Работа - вакансии;https://t.me/jobkawork;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3103;IT - Вакансии I Удаленка/Офис;https://t.me/it_vak;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3104;эйчарли | HR вакансии;https://t.me/HRorHR;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3105;Frontend Interview - собеседования по Javascript / Html / Css;https://t.me/frontendInterview;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3106;DIGITAL Tender / freelance / фриланс;https://t.me/digitaltender;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3107;Работа 38;https://t.me/rabota38irk;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3108;ФРИЛАНС;https://t.me/uvetrovoi;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3109;Data Science Jobs;https://t.me/datasciencejobs;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3110;ФРИЛАНС НАЛЕГКЕ;https://t.me/frilans_na_legke;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3111;Top - Job (Лучшие вакансии);https://t.me/bestjob_ever;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3112;Design WORK;https://t.me/designer_work;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3113;junojobs → junior вакансии и стажировки в IT;https://t.me/juno_jobs;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3114;Работа для программистов;https://t.me/progjob;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3115;pro.JVM Jobs;https://t.me/jvmjobs;13000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3116;ФРИЛАНС | ВАКАНСИИ;https://t.me/freelance_vip;13000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3117;Работа в ИТ;https://t.me/workayte;12000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3118;SMMLANCER - работа в соц.сетях!;https://t.me/smmlancer;12000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3119;Работа в медиа, дизайне и искусстве от hh.ru;https://t.me/hh_vacancy_art;12000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3120;Точка входа ⚫️ Дизайн-вакансии;https://t.me/bbe_jobs;12000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3121;WORK ON | LEADS;https://t.me/workk_onleads;12000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3122;SeoJob | Заработок в сети;https://t.me/seonewschannel;12000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3123;Самозанятый - вакансии | Фрилансеры;https://t.me/freelancesmm;12000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3124;Вакансии в IT от hh.ru;https://t.me/hh_vacancy_development;12000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3125;Работа в Диджитал;https://t.me/digitalworkr;12000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3126;Работа курьером, сборщиком, грузчиком;https://t.me/nsdkureram;12000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3127;Ищу ИЛЛЮСТРАТОРА фриланс;https://t.me/rabota_illustrator;12000;7000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3128;GetIT jobs;https://t.me/Getitrussia;11000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3129;СОВА на ФРИЛАНСЕ;https://t.me/sova_freelance;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3130;IT Jobs | вакансии, фриланс;https://t.me/it_vac;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3131;Job for Designers;https://t.me/fordesigner;11000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3132;SuperJob Старт / Работа для студентов и молодых специалистов;https://t.me/studentsuper;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3133;HRC HR;https://t.me/horecahr;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3134;Удаленка — IT и Digital;https://t.me/theyseeku_it;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3135;Работа в Restor MoskoW ®️;https://t.me/RabotaRestorHoreca;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3136;Вакансер — Фриланс | Freelance подработка | Удаленная работа;https://t.me/vakanser_freelancer;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3137;Вакансии у Валеры;https://t.me/rabotauvalery;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3138;Java Job | Вакансии | Работа;https://t.me/job_javadevs;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3139;React Job | JavaScript | Вакансии;https://t.me/job_react;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3140;Workle Pro / Удаленная работа / Работа в интернете / Фриланс / Работа на дому / Арбитраж (CPA);https://t.me/workle_ru;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3141;Работа для хостес в Москве;https://t.me/expomodels;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3142;Workess - Freelance;https://t.me/Workesss;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3143;Python работа;https://t.me/pythonrabota;10000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3144;🖥 Удаленная работа • Фриланс • Удаленка;https://t.me/rabota_udalennaya;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3145;Работа.ру;https://t.me/rabotaru;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3146;Job for HR;https://t.me/forhr;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3147;Workzilla | Воркзилла | Фриланс | Удалёнка | Биржа фриланса;https://t.me/workzillacom;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3148;Копирайтер, редактор - вакансии;https://t.me/Copy_Digital;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3149;Работа в Digital & SMM | Фриланс и работа;https://t.me/vakanser_digital_smm;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3150;Работа в Сколково;https://t.me/jobskolkovo;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3151;Удаленная работа для HR;https://t.me/work_hr;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3152;PR-работа;https://t.me/prwork;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3153;Люди в Культуре;https://t.me/Ludivkulture;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3154;Работа в Правительстве Москвы;https://t.me/ugskpm;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3155;Работа для музыкантов;https://t.me/rdm_channel;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3156;Вакансии для юристов от hh.ru;https://t.me/hh_vacancy_lawyers;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3157;Подработка в Москве;https://t.me/promorabota;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3158;Вакансии по C++ — си-плюс-плюс, cpp, Си, C, STL, Boost;https://t.me/cppdevjob;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3159;Работа в геймдеве (вакансии);https://t.me/rabota_v_gamedeve;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3160;Creative Freelancer;https://t.me/Vakansi_Rus;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3161;Работа СПб в Санкт-Петербурге;https://t.me/SPBrabota_78;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3162;Работа для всех! |Вакансии, работа, фриланс, удаленная работа, работа вахтой;https://t.me/work_for_everyone;9000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3163;Работа в авиации;https://t.me/aviahh;8000;2000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3164;WORK ON | HR;https://t.me/workk_onhr;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3165;IT Jobs | Вакансии в IT;https://t.me/devs_it;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3166;Работа для копирайтеров и редакторов;https://t.me/work_copywriters;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3167;JavaScript Job | Вакансии | Стажировки;https://t.me/JScript_jobs;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3168;Вакансии для хороших людей в Петербурге;https://t.me/goodpeople_pro;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3169;не волк;https://t.me/nevolk_vacancies;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3170;Вакансии одной строкой;https://t.me/+8GccgGZZBIg4ZTNi;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3171;Job for Media & Content;https://t.me/forallmedia;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3172;Hidden Gurus - Remote IT;https://t.me/hiddengurus;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3173;Рекламодром: таргетолог, директолог, контекстолог, настройка рекламы ВК и Телеграм;https://t.me/reklamodromo;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3174;Удалёнщики;https://t.me/zapwork1;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3175;Работа для Вас в Санкт-Петербурге | СПб;https://t.me/rdw_spb;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3176;Моя смена - подработка рядом с домом;https://t.me/myshift_podrabotka;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3177;Java jobs — вакансии для java-разработчиков;https://t.me/javadevjob;8000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3178;Вакансии | удаленная работа;https://t.me/workremotejob;7000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3179;Войти в айти: IT вакансии на удаленке.;https://t.me/freelanceworkhome;7000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3180;Вакансии для фрилансеров, удаленная работа;https://t.me/kadrof_work;7000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3181;EMCR jobs;https://t.me/EMCR_jobs;7000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3182;Вакансии для начинающих разработчиков, тестировщиков и аналитиков;https://t.me/junior_vacancies;7000;1000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
3183;AviaCareer | Работа в авиации;https://t.me/aviacareer_official;7000;3000;true;2023-12-29T11:11:27;2023-08-15T22:23:38;2053-08-15T22:23:38;null;false
